State,District,age_0_5,age_5_17,age_18_greater,bio_age_5_17,bio_age_17_,demo_age_5_17,demo_age_17_,hospital_count,early life visibility gap,AAE,AAE_log,Average_annual_engagement_normalized,Follow_Through_Failure,district_lat,district_lon,district_location,average_nearest_5_hospitals,,District area
Assam,Bajali,19,8,2,6,17,57,787,18,0.2962962962962963,0.6666666666666666,0.5108256237659906,0.07483612475654576,0.890625,26.543942,91.18701399999999,"(26.543942, 91.18701399999999)",1.393014902011115,,410
Assam,Baksa,2120,1179,400,11602,5853,1346,15666,22,0.3573810245528948,9.832203389830509,2.382523492750517,0.34904048865911547,0.10394625067572785,26.7448132,91.17369939999999,"(26.7448132, 91.17369939999999)",4.302799791636185,,2457
Assam,Barpeta,10545,3306,532,66392,29029,4978,54164,55,0.23868312757201648,20.076201995766557,3.0481445364616047,0.44655419421779413,0.06974821706295274,26.3304209,91.0040547,"(26.3304209, 91.0040547)",2.3200893869407255,,3245
Assam,Biswanath,789,464,76,6159,3389,844,10181,30,0.3703112529928172,13.245161290322581,2.6564172904777394,0.3891660216455897,0.12050256996002284,26.8517875,93.33889169999999,"(26.8517875, 93.33889169999999)",3.0978890298619772,,1415
Assam,Bongaigaon,2324,626,225,24633,11975,3318,35806,40,0.21220338983050846,39.28708133971292,3.6960308552715615,0.5414697566460647,0.11870349170005724,26.5030072,90.5535724,"(26.5030072, 90.5535724)",4.526085253937078,,1093
Assam,Cachar,11474,4513,1527,42167,23978,5078,52941,85,0.28229186213798707,9.34138236597253,2.336153551244282,0.3422472767173747,0.10747999830673496,24.7821253,92.8577105,"(24.7821253, 92.8577105)",1.9825941729121108,,3786
Assam,Charaideo,659,336,194,6096,2197,763,9150,28,0.3376884422110553,18.089020771513354,2.9491133410586388,0.4320460909646158,0.11122448979591837,27.0372817,95.01824599999999,"(27.0372817, 95.01824599999999)",4.219497275934801,,1069
Assam,Chirang,2013,1071,264,18078,9009,1175,12222,25,0.3472762645914397,16.863805970149254,2.8827766529780448,0.4223277439707117,0.06102628025345383,26.5388578,90.6850972,"(26.5388578, 90.6850972)",3.2581629185337064,,1923
Assam,Darrang,4390,1914,1291,16240,10025,3187,25132,32,0.30361675126903553,8.48041775456919,2.2492283822336896,0.32951271038023155,0.1640415894585135,26.4511588,92.1057549,"(26.4511588, 92.1057549)",4.148738621448069,,1858
Assam,Dhemaji,3864,1846,1191,12494,8236,1927,20422,35,0.32329246935201406,6.76448294531673,2.049559866529972,0.300261206039089,0.1336153099431424,27.4720412,94.5587757,"(27.4720412, 94.5587757)",3.8620791618790733,,3237
Assam,Dhubri,8432,3849,365,40373,19102,7185,73614,70,0.3134109600195424,10.486493506493506,2.441171867433558,0.3576324951684822,0.15107550621333501,26.0206982,89.9743463,"(26.0206982, 89.9743463)",2.143355509133918,,2176
Assam,Dibrugarh,3895,1675,1492,14970,11765,1874,24645,95,0.30071813285457805,8.931980906921241,2.2957599452640123,0.33632959992931477,0.11124962897002078,27.4705449,94.91246249999999,"(27.4705449, 94.91246249999999)",1.8013994892330256,,3381
Assam,Dima Hasao,620,523,165,2793,1256,316,3563,20,0.4575678040244969,5.330152671755725,1.8453243546260103,0.27034063522691776,0.10160771704180065,25.3478004,93.0175712,"(25.3478004, 93.0175712)",7.028232369150658,,4890
Assam,Goalpara,6881,2220,797,17021,10603,4325,36242,38,0.24392923854521487,7.663665015758667,2.1591378450267826,0.31631441654349,0.202604581440015,26.1639014,90.6253459,"(26.1639014, 90.6253459)",3.2464307605121654,,1824
Assam,Golaghat,5537,4047,1921,12369,7785,1998,25926,45,0.4222662771285476,3.0555830039525693,1.4000944513272167,0.20511430546105447,0.13905902004454343,26.5238515,93.96233699999999,"(26.5238515, 93.96233699999999)",3.6528878452817866,,3502
Assam,Hailakandi,3826,1441,311,14201,6922,2253,19049,42,0.27359027909625977,9.848127600554784,2.383992493716876,0.34925569779207843,0.13691886964448496,24.6784123,92.5655661,"(24.6784123, 92.5655661)",2.687211847520569,,1327
Assam,Hojai,5288,1607,155,15271,13731,2371,22937,50,0.23306744017403913,9.496890547263682,2.3510790749500163,0.3444338709329593,0.13438757580910277,26.0016601,92.847737,"(26.0016601, 92.847737)",3.692792959099971,,921
Assam,Jorhat,2905,1122,860,10704,5575,1266,18522,75,0.278619319592749,9.531611754229742,2.3543813775126736,0.3449176593630324,0.10575557597527357,26.7509207,94.2036696,"(26.7509207, 94.2036696)",3.9782228531550152,,2851
Assam,Kamrup,9311,3370,985,30056,13196,3266,41318,65,0.2657519123097547,8.91604865025215,2.2941545203985196,0.336094404649494,0.09801038321879783,25.9410942,91.28910359999999,"(25.9410942, 91.28910359999999)",3.2781631774274542,,3105
Assam,Kamrup Metro,2654,2055,1337,14584,12178,2308,23883,140,0.4363983860692291,7.093385214007782,2.0910470878001437,0.30633909783294166,0.136624637423785,26.1700805,91.949021,"(26.1700805, 91.949021)",3.366584158985782,,955
Assam,Karbi Anglong,2918,4107,1082,25507,13699,2438,28683,35,0.584626334519573,6.209104186952288,1.9753446976626168,0.28938865897451616,0.08723967651900093,26.186085,93.5812692,"(26.186085, 93.5812692)",19.88184616581173,,10434
Assam,Karimganj,9336,4903,594,24232,11414,4135,37279,60,0.34433597865018606,4.941272430668842,1.781923324351342,0.2610523630835803,0.14576283135927806,24.8643897,92.3685299,"(24.8643897, 92.3685299)",1.5786410891723528,,1809
Assam,Kokrajhar,2519,1572,518,18300,10559,1928,20741,45,0.3842581275971645,11.633820724729816,2.5363774024700065,0.37158013789825495,0.09530871521083593,26.4021196,90.27056789999999,"(26.4021196, 90.27056789999999)",3.322150098898008,,3169
Assam,Lakhimpur,4726,1825,648,17189,12583,2993,32419,48,0.27858342237826283,9.413472070098576,2.343100359207446,0.34326498640773523,0.1482931179705693,27.234008,94.10220729999999,"(27.234008, 94.10220729999999)",3.2749783978900395,,2277
Assam,Majuli,347,157,11,2139,1243,290,2991,18,0.3115079365079365,13.537974683544304,2.6767641696621314,0.3921468462522799,0.11934156378600823,27.0016172,94.2242981,"(27.0016172, 94.2242981)",3.271863904348577,,875
Assam,Marigaon,6735,2928,824,19361,14575,4499,39311,52,0.3030114871158025,6.610105838170024,2.0294770795521813,0.2973190710290067,0.1885503541343615,26.2514394,92.342311,"(26.2514394, 92.342311)",2.397177216784884,,1704
Assam,Nagaon,9002,3478,393,44214,73665,7120,90257,90,0.27868589743589745,12.70882437482035,2.61803974043147,0.383543697726246,0.13869679555858577,26.348009,92.6838111,"(26.348009, 92.6838111)",2.7367359868378536,,3973
Assam,Nalbari,2709,977,195,14657,5594,2083,18878,40,0.2650569723277265,14.986707566462167,2.7717575998571244,0.40606341555182884,0.12442506421360731,26.4446185,91.4410527,"(26.4446185, 91.4410527)",2.9028755521086884,,2257
Assam,Sivasagar,1765,627,767,8287,3093,1031,12039,55,0.262123745819398,13.195859872611464,2.652950363829042,0.3886581157318438,0.11063418821761992,26.989087,94.63942399999999,"(26.989087, 94.63942399999999)",2.8271337390942093,,2668
Assam,Sonitpur,5501,2723,973,17454,12663,3162,40414,68,0.3311040856031129,6.407488986784141,2.0024915136989216,0.29336567660463914,0.15336857932773926,26.6769864,92.6983868,"(26.6769864, 92.6983868)",1.94140001350518,,5324
Assam,South Salmara Mankachar,1062,364,46,2855,1993,1188,19859,22,0.25525946704067326,7.821917808219178,2.1772392849559625,0.31896628354817613,0.29376854599406527,25.6391229,89.9066314,"(25.6391229, 89.9066314)",1.7646733429655554,,568
Assam,Sribhumi,115,43,11,42,315,192,4895,35,0.2721518987341772,0.9545454545454546,0.6701576623352465,0.09817832170464931,0.8170212765957446,24.8643897,92.3685299,"(24.8643897, 92.3685299)",1.5786410891723528,,1500
Assam,Tamulpur,22,33,0,17,53,54,1214,20,0.6,0.5,0.4054651081081644,0.05940077396882746,0.75,26.643691,91.57657549999999,"(26.643691, 91.57657549999999)",3.0355995060389382,,800
Assam,Tinsukia,3884,2867,1633,12082,7167,2000,33249,80,0.42467782550733224,4.212691771269177,1.6510963770993214,0.2418861715486089,0.14201519562593198,27.4885539,95.355758,"(27.4885539, 95.355758)",2.693524781531147,,3790
Assam,Udalguri,2658,1322,585,12995,9353,1380,18400,28,0.3321608040201005,9.822373393801966,2.3816156018411747,0.34890748233720087,0.09599332220367279,26.7451087,92.095914,"(26.7451087, 92.095914)",2.6170206157309477,,2012
Assam,West Karbi Anglong,390,987,507,1084,2308,152,1299,18,0.7167755991285403,1.097165991902834,0.7405869056315059,0.10849622940663739,0.12287793047696038,25.9273292,92.38136209999999,"(25.9273292, 92.38136209999999)",7.252718981176831,,3035
Bihar,Araria,9939,5515,125,72533,82911,9001,146314,55,0.3568655364306975,13.149564902102973,2.6496838746485,0.3881795739742303,0.11039430919237138,26.1324689,87.4528067,"(26.1324689, 87.4528067)",2.6486052410403986,,2830
Bihar,Arwal,812,3020,34,12094,18610,2232,25538,25,0.7881002087682673,4.003310162197947,1.6100997258268863,0.2358801484235238,0.15578976757171772,25.2427603,84.6655981,"(25.2427603, 84.6655981)",2.8286699391690764,,638
Bihar,Banka,6198,4797,79,49854,48373,7434,90686,40,0.4362892223738063,10.390579408086703,2.4327866460587386,0.3564040574321546,0.12976313079299692,24.8874179,86.919838,"(24.8874179, 86.919838)",1.107712149493636e-05,,3018
Bihar,Begusarai,8106,5045,58,72549,74659,13270,119720,85,0.3836210174131245,14.377526753864448,2.732907141904722,0.4003718104660456,0.15462596131437895,25.4181638,86.1271542,"(25.4181638, 86.1271542)",1.4614762969406336,,1917
Bihar,Bhagalpur,10456,10229,377,72409,75905,15385,139641,110,0.4945129320763838,7.078103616813294,2.0891571440969963,0.3060622204482309,0.17523776980465858,25.242453,86.9842256,"(25.242453, 86.9842256)",0.9439878592296589,,2569
Bihar,Bhojpur,3136,10115,106,39485,57511,10707,131634,70,0.7633386159535129,3.903222617635429,1.5898926660102495,0.23291980740098034,0.21331659793198254,25.466155,84.5222189,"(25.466155, 84.5222189)",0.02791863645247742,,2395
Bihar,Buxar,2528,4648,64,24831,32197,7052,66850,45,0.6477146042363433,5.341148634114863,1.8470599246126882,0.2705948968105267,0.22117676577593778,25.5647103,83.9777482,"(25.5647103, 83.9777482)",2.3482303232987363,,1624
Bihar,Darbhanga,10017,5677,71,93323,117057,12315,141613,95,0.3617305976806423,16.435892920042267,2.8585308930428965,0.4187757320298322,0.11657626444778917,26.1542045,85.8918454,"(26.1542045, 85.8918454)",1.3357789518690955,,2279
Bihar,East Champaran,14208,28510,1600,95962,116436,18246,230716,120,0.6674001591834824,3.3657886429799024,1.4737988471941437,0.21591202411020732,0.1597597387246189,26.6098139,84.8567932,"(26.6098139, 84.8567932)",3.7297378991448675,,3968
Bihar,Gaya,6722,20244,435,85898,99274,19945,175229,105,0.750723132833939,4.242924178809583,1.6568793920724358,0.24273338517663007,0.18843770076716676,24.7913957,85.0002336,"(24.7913957, 85.0002336)",0.44358793446335454,,4976
Bihar,Gopalganj,5303,9649,196,46818,56666,8025,97842,60,0.6453317281968967,4.85160621761658,1.7667161906710587,0.2588245129125238,0.1463241193202538,26.4605776,84.44024619999999,"(26.4605776, 84.44024619999999)",2.4229485884651396,,2033
Bihar,Jamui,5193,5029,160,46558,35599,5423,61497,45,0.49197808648014085,9.25606361829026,2.3278691031904972,0.34103360230628804,0.10432457389096225,24.9255887,86.2258592,"(24.9255887, 86.2258592)",0.5649537666554284,,3122
Bihar,Jehanabad,915,3827,141,15681,21749,4393,41968,35,0.8070434415858287,4.096394984326019,1.6285334239644167,0.23858069136687599,0.2188293897882939,25.2132649,84.9853322,"(25.2132649, 84.9853322)",2.5445211502069496,,1569
Bihar,Kaimur,3047,4724,85,37554,40636,5468,61682,40,0.6079011710204607,7.947936507936508,2.1914229479317777,0.32104419491866987,0.12709480975292287,25.0545504,83.67739279999999,"(25.0545504, 83.67739279999999)",6.415933385585516,,3332
Bihar,Katihar,11332,4903,115,98243,119037,11847,168447,90,0.30200184785956263,20.033238172920065,3.0461039566019483,0.44625524858576593,0.10761097637409052,25.5540648,87.5591073,"(25.5540648, 87.5591073)",1.257456639579695,,3057
Bihar,Khagaria,4348,3779,69,39283,40621,7370,68254,55,0.46499323243509294,10.392328042328042,2.4329401501054524,0.35642654582634636,0.1579714493934068,25.50452,86.47014159999999,"(25.50452, 86.47014159999999)",0.5854493269976931,,1486
Bihar,Kishanganj,6957,1782,25,57815,83464,6372,138769,50,0.203913491246138,32.425687044307345,3.5093246775802704,0.5141172391597375,0.09927089175546831,26.0982167,87.9450379,"(26.0982167, 87.9450379)",0.6470547804406387,,1884
Bihar,Lakhisarai,2664,3423,68,22610,26887,4081,44802,35,0.5623459832429769,6.60338785046729,2.028593917764773,0.29718968753172736,0.15289225236025775,25.1571454,86.0951592,"(25.1571454, 86.0951592)",0.9683534650438759,,1229
Bihar,Madhepura,4571,4417,39,51666,65571,6595,85266,45,0.49143302180685355,11.694431869624264,2.5411634618609598,0.37228129720000075,0.11319556486217432,25.9239677,86.7946387,"(25.9239677, 86.7946387)",0.5887176371449978,,1787
Bihar,Madhubani,12598,12534,798,110514,127621,13587,168104,85,0.49872672290307174,8.81643398484244,2.284057918416053,0.33461524908167706,0.10948252244121771,26.3482938,86.0711661,"(26.3482938, 86.0711661)",0.1630392986674318,,3501
Bihar,Munger,2474,3554,108,21625,28945,4131,52098,60,0.5895819508958196,6.0829817158931085,1.957694965360997,0.28680296728836707,0.16038358504484218,25.3707993,86.47339029999999,"(25.3707993, 86.47339029999999)",0.44901644602181223,,1419
Bihar,Muzaffarpur,14087,14103,665,93075,115469,15939,190978,130,0.5002837885775098,6.599191718661372,2.02804188882871,0.2971088151079366,0.14620923726092738,26.1196607,85.390982,"(26.1196607, 85.390982)",1.5617167371695462,,3173
Bihar,Nalanda,3676,10763,136,51140,66262,11812,141231,75,0.7454117321144124,4.751021924934968,1.7493775650934977,0.2562843984655167,0.187632042952679,25.2621826,85.47880649999999,"(25.2621826, 85.47880649999999)",1.6851130319323975,,2355
Bihar,Nawada,2742,12380,291,38447,47798,6895,79623,50,0.8186747784684565,3.1053226718358777,1.4122843444037336,0.2069001288743707,0.15206316300200692,24.8866859,85.54345719999999,"(24.8866859, 85.54345719999999)",1.6172432868644555,,2494
Bihar,Patna,6745,17151,748,93322,115692,20931,222841,220,0.7177351858051557,5.4408815298507465,1.862665414265765,0.27288110626485046,0.1831970871916957,25.5940947,85.1375645,"(25.5940947, 85.1375645)",6.0229152334537476e-05,,3202
